station_coordinates,station_name,station_slug,station_type,transport_type,transport_index
"[48.635875860403985, 2.3068331640148245]",Saint-Michel-sur-Orge,Saint-Michel-sur-Orge,RER,RER C,C
"[49.045311647416625, 2.1051107034445073]",Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumône,RER,RER C,C
"[49.03398763533776, 2.128263873923672]",Saint-Ouen-l'Aumône-Liesse,Saint-Ouen-l'Aumône-Liesse,TRAIN,TRANSILIEN H,H
"[48.97098803345075, 2.263830527175665]",Sannois,Sannois,TRAIN,TRANSILIEN J,J
"[48.996006829560066, 2.3686845627963335]",Sarcelles-Saint-Brice,Sarcelles-Saint-Brice,TRAIN,TRANSILIEN H,H
"[48.93773606248046, 2.157086496469817]",Sartrouville,Sartrouville,RER,RER A,A
"[48.8833838128909, 2.2336919201504086]",Puteaux,Puteaux,TRAIN,TRANSILIEN U,U
"[48.86991241825165, 2.4857611406117885]",Rosny-sous-Bois,Rosny-sous-Bois,RER,RER E,E
"[48.997391999985346, 1.630167627298459]",Rosny-sur-Seine,Rosny-sur-Seine,TRAIN,TRANSILIEN J,J
"[48.84610294770648, 2.2176210808904337]",Saint-Cloud,Saint-Cloud,TRAIN,TRANSILIEN L,L
"[48.79870763435358, 2.0718470059294005]",Saint-Cyr,Saint-Cyr,RER,RER C,C
"[48.93445554412717, 2.3456043781962896]",Saint-Denis,Saint-Denis,TRAIN,TRANSILIEN H,H
"[48.42736258324724, 2.1452465929031157]",Saint-Martin-d'Étampes,Saint-Martin-d'Étampes,RER,RER C,C
"[48.81532861955605, 1.877504204313638]",Villiers-Neauphle Pontchartrain,Villiers-Neauphle Pontchartrain,TRAIN,TRANSILIEN N,N
"[49.00670027680786, 1.919237111731365]",Thun-le-Paradis,Thun-le-Paradis,TRAIN,TRANSILIEN J,J
"[48.96022648980192, 2.950060382752808]",Trilport,Trilport,TRAIN,TRANSILIEN P,P
"[48.962709512366416, 2.5126446278196126]",Villepinte,Villepinte,RER,RER B,B
"[48.34261367922731, 3.071746453743138]",Villeneuve-la-Guyard,Villeneuve-la-Guyard,TRAIN,GL,GL
"[49.26394414357276, 2.4689141153510383]",Creil,Creil,RER,RER D,D
"[49.166775038874846, 2.362303528565356]",Boran-sur-Oise,Boran-sur-Oise,TRAIN,TRANSILIEN H,H
"[49.23101805923178, 2.887366704975861]",Crépy-en-Valois,Crépy-en-Valois,TRAIN,TRANSILIEN K,K
"[49.14288419739151, 2.7944545501073197]",Nanteuil-le-Haudouin,Nanteuil-le-Haudouin,TRAIN,TRANSILIEN K,K
"[48.89658112768104, 2.3738190054032113]",Rosa Parks,Rosa Parks,RER,RER E,E
"[48.82723877447488, 2.200721257947834]",Sèvres-Ville-d'Avray,Sèvres-Ville-d'Avray,TRAIN,TRANSILIEN U,U
"[48.894168385277624, 2.3155992205467677]",Porte de Clichy,Porte de Clichy,RER,RER C,C
"[48.88333487561934, 2.233871433790775]",Puteaux,Puteaux,TRAMWAY,TRAM 2,2
"[48.86251523404101, 2.3457858600391797]",Les Halles,Les Halles,METRO,METRO 4,4
"[49.010001865217326, 2.5605588439018763]",Terminal 3 - Roissypole,Terminal 3 - Roissypole,VAL,CDGVAL,CDG
"[48.833073169694686, 2.333203670349574]",Denfert-Rochereau,Denfert-Rochereau,RER,RER B,B
"[48.98500470032524, 2.2574741572503094]",Cernay,Cernay,RER,RER C,C
"[48.87499705814552, 2.328685515718797]",Haussmann-Saint-Lazare,Haussmann-Saint-Lazare,RER,RER E,E
"[48.881759488218286, 2.357570193470876]",Gare du Nord,Gare du Nord,RER,RER B,B
"[48.862884803620496, 2.3125135549259594]",Invalides,Invalides,RER,RER C,C
"[48.7695633327529, 2.309905064564245]",Parc de Sceaux,Parc de Sceaux,RER,RER B,B
"[48.88604139898206, 2.299279102380643]",Pereire-Levallois,Pereire-Levallois,RER,RER C,C
"[48.26775810899744, 2.68564708993975]",Nemours-Saint-Pierre,Nemours-Saint-Pierre,TRAIN,TRANSILIEN R,R
"[49.01531915094301, 2.2428386605648356]",Saint-Leu-la-Forêt,Saint-Leu-la-Forêt,TRAIN,TRANSILIEN H,H
"[48.854251702558244, 2.1321324452511017]",Bougival,Bougival,TRAIN,TRANSILIEN L,L
"[48.85697199491403, 2.274793324608879]",Boulainvilliers,Boulainvilliers,RER,RER C,C
"[49.04787620243536, 2.010999760003632]",Cergy Le Haut,Cergy Le Haut,TRAIN,TRANSILIEN L,L
"[48.70088331811131, 2.306992605850876]",Chilly-Mazarin,Chilly-Mazarin,RER,RER C,C
"[48.819343961671926, 2.2578938975150784]",Issy,Issy,RER,RER C,C
"[48.81488431327983, 2.2409192948665337]",Meudon,Meudon,TRAIN,TRANSILIEN N,N
"[48.891688138011865, 2.2385952173384704]",La Défense,La Défense,RER,RER A,A
"[48.72191596012357, 1.8900045636979848]",Les-Essarts-le-Roi,Les-Essarts-le-Roi,TRAIN,TRANSILIEN N,N
"[49.014133684049256, 2.078306591409993]",Neuville Université,Neuville Université,TRAIN,TRANSILIEN L,L
"[48.88822016183026, 2.313732451520271]",Pont-Cardinet,Pont-Cardinet,TRAIN,TRANSILIEN L,L
"[48.852118881696434, 2.3440211520552796]",Saint-Michel,Saint-Michel,RER,RER B,B
"[48.834292979538596, 2.3328523099608898]",Denfert-Rochereau,Denfert-Rochereau,METRO,METRO 6,6
"[48.8434867608722, 2.3739225903167536]",Gare de Lyon,Gare de Lyon,METRO,METRO 14,14
"[48.87979369318188, 2.3557919075311387]",Gare du Nord,Gare du Nord,METRO,METRO 4,4
"[48.84757936654253, 2.395554512170687]",Nation,Nation,METRO,METRO 1,1
"[48.89212336289817, 2.2372135364577126]",La Défense,La Défense,TRAMWAY,TRAM 2,2
"[48.935266144884885, 2.347862407755532]",Saint-Denis,Saint-Denis,TRAMWAY,TRAM 8,8
"[48.90101049482036, 2.2135566086399576]",Nanterre-Université,Nanterre-Université,RER,RER A,A
"[48.90131105510631, 2.21330231459666]",Nanterre-Université,Nanterre-Université,TRAIN,TRANSILIEN L,L
"[48.84109405631434, 2.2879457664873772]",Boucicaut,Boucicaut,METRO,METRO 8,8
"[48.82818847537889, 2.3271646496078233]",Alésia,Alésia,METRO,METRO 4,4
"[48.84699703040198, 2.295019130476361]",Avenue Émile Zola,Avenue Émile Zola,METRO,METRO 10,10
"[48.853439426633884, 2.369513568156525]",Bastille,Bastille,METRO,METRO 8,8
"[48.841338248197566, 2.4009185367798023]",Bel-Air,Bel-Air,METRO,METRO 6,6
"[48.87184879372683, 2.376593684096822]",Belleville,Belleville,METRO,METRO 11,11
"[48.82979051275835, 2.350414872010463]",Corvisart,Corvisart,METRO,METRO 6,6
"[48.81480300606579, 2.4223761428456223]",École Vétérinaire de Maisons-Alfort,École Vétérinaire de Maisons-Alfort,METRO,METRO 8,8
"[48.847150053875964, 2.269135872742879]",Église d'Auteuil,Église d'Auteuil,METRO,METRO 10,10
"[48.89058718567746, 2.32017475715155]",Brochant,Brochant,METRO,METRO 13,13
"[48.846656850308115, 2.3516232550160123]",Cardinal Lemoine,Cardinal Lemoine,METRO,METRO 10,10
"[48.86760214428706, 2.3138941304816143]",Champs-Élysées – Clemenceau,Champs-Élysées – Clemenceau,METRO,METRO 13,13
"[48.83494772231993, 2.3681263304132094]",Chevaleret,Chevaleret,METRO,METRO 6,6
"[48.86995751176857, 2.3710948397312004]",Goncourt,Goncourt,METRO,METRO 11,11
"[48.86516343394703, 2.398746593442591]",Gambetta,Gambetta,METRO,METRO 3bis,3bis
"[48.85017786186515, 2.3840922100556665]",Faidherbe Chaligny,Faidherbe Chaligny,METRO,METRO 8,8
"[48.86479406396573, 2.2941620153942783]",Iéna,Iéna,METRO,METRO 9,9
"[48.84595066481561, 2.3550502644347535]",Jussieu,Jussieu,METRO,METRO 7,7
"[48.89143955394805, 2.349627158227452]",Marcadet-Poissonniers,Marcadet-Poissonniers,METRO,METRO 4,4
"[48.83362878011957, 2.2435786287393293]",Marcel Sembat,Marcel Sembat,METRO,METRO 9,9
"[48.84524756452023, 2.261623492404885]",Michel Ange-Molitor,Michel Ange-Molitor,METRO,METRO 10,10
"[48.83711700605412, 2.4023331645551846]",Michel Bizot,Michel Bizot,METRO,METRO 8,8
"[48.8471310072617, 2.2727637533161587]",Mirabeau,Mirabeau,METRO,METRO 10,10
"[48.888706018840786, 2.2880836330485033]",Louise Michel,Louise Michel,METRO,METRO 3,3
"[48.81052080334999, 2.3842896009608205]",Mairie d'Ivry,Mairie d'Ivry,METRO,METRO 7,7
"[48.85744868914132, 2.2858124441464076]",Passy,Passy,METRO,METRO 6,6
"[48.815930762121624, 2.3772672015137384]",Pierre et Marie Curie,Pierre et Marie Curie,METRO,METRO 7,7
"[48.876806388278496, 2.393056091960662]",Place des Fêtes,Place des Fêtes,METRO,METRO 11,11
"[48.865019008102834, 2.368011378256502]",Oberkampf,Oberkampf,METRO,METRO 9,9
"[48.87130850207131, 2.3314939870870903]",Opéra,Opéra,METRO,METRO 3,3
"[48.87048333199217, 2.331186346851651]",Opéra,Opéra,METRO,METRO 8,8
"[48.85377278708037, 2.411894837056435]",Porte de Montreuil,Porte de Montreuil,METRO,METRO 9,9
"[48.85523625186787, 2.360956490023828]",Saint-Paul,Saint-Paul,METRO,METRO 1,1
"[48.846878237916876, 2.326792785027681]",Saint-Placide,Saint-Placide,METRO,METRO 4,4
"[48.851762051560954, 2.3268225688974966]",Sèvres-Babylone,Sèvres-Babylone,METRO,METRO 12,12
"[48.845626965812635, 2.3095314914609446]",Sèvres-Lecourbe,Sèvres-Lecourbe,METRO,METRO 6,6
"[48.87711051082896, 2.4067292455430898]",Porte des Lilas,Porte des Lilas,METRO,METRO 3bis,3bis
"[48.86963799595273, 2.336232756868916]",Quatre Septembre,Quatre Septembre,METRO,METRO 3,3
"[48.84845784851418, 2.3277821284985802]",Rennes,Rennes,METRO,METRO 12,12
"[48.86799910798849, 2.3650748610827637]",République,République,METRO,METRO 11,11
"[48.867026787539906, 2.3642479951047055]",République,République,METRO,METRO 3,3
"[48.85572642769865, 2.422983216145875]",Robespierre,Robespierre,METRO,METRO 9,9
"[48.929935888744524, 2.3560357941727963]",Saint-Denis - Porte de Paris,Saint-Denis - Porte de Paris,METRO,METRO 13,13
"[48.83290081472565, 2.3371351933438995]",Saint-Jacques,Saint-Jacques,METRO,METRO 6,6
"[48.84881637243505, 2.321257862893747]",Vaneau,Vaneau,METRO,METRO 10,10
"[48.87663081405537, 2.4069995826938304]",Porte des Lilas,Porte des Lilas,TRAMWAY,TRAM 3b,3B
"[48.87627270166968, 2.3580579070747376]",Gare de l'Est,Gare de l'Est,METRO,METRO 7,7
"[48.84373548838398, 2.324353041157966]",Montparnasse Bienvenüe,Montparnasse Bienvenüe,METRO,METRO 12,12
"[48.860786962592236, 2.320998191954084]",Assemblée Nationale,Assemblée Nationale,METRO,METRO 12,12
"[48.85745183080862, 2.3510084614060256]",Hôtel de Ville,Hôtel de Ville,METRO,METRO 11,11
"[48.87126214352652, 2.2932406499473132]",Kléber,Kléber,METRO,METRO 6,6
"[48.88094656262635, 2.364993472400181]",Louis Blanc,Louis Blanc,METRO,METRO 7,7
"[48.84733558368036, 2.408089407236094]",Porte de Vincennes,Porte de Vincennes,METRO,METRO 1,1
"[48.869798555526245, 2.285335094686168]",Victor Hugo,Victor Hugo,METRO,METRO 2,2
"[48.89738989064754, 2.385508387668672]",Porte de la Villette,Porte de la Villette,METRO,METRO 7,7
"[48.920785968128676, 2.410598616469425]",La Courneuve 8 Mai 1945,La Courneuve 8 Mai 1945,TRAMWAY,TRAM 1,1
"[48.83187246656264, 2.2872071378229086]",Porte de Versailles,Porte de Versailles,TRAMWAY,TRAM 2,2
"[48.85298727696923, 2.410741136126436]",Porte de Montreuil,Porte de Montreuil,TRAMWAY,TRAM 3b,3B
"[48.835522207414705, 2.4066571471351015]",Porte Dorée,Porte Dorée,TRAMWAY,TRAM 3a,3A
"[48.78728034911433, 2.366988444947912]",Villejuif-Louis Aragon,Villejuif-Louis Aragon,TRAMWAY,TRAM 7,7
"[48.82999019896456, 2.3757479832156028]",Bibliothèque François Mitterrand,Bibliothèque François Mitterrand,METRO,METRO 14,14
"[48.84038874716129, 2.3799112714543975]",Bercy,Bercy,METRO,METRO 6,6
"[48.84236008153237, 2.3655817027477433]",Gare d'Austerlitz,Gare d'Austerlitz,METRO,METRO 5,5
"[48.87755125086984, 2.2831622422302287]",Porte Maillot,Porte Maillot,METRO,METRO 1,1
"[48.803355236116154, 2.445574101030144]",Maisons-Alfort-Les Juilliottes,Maisons-Alfort-Les Juilliottes,METRO,METRO 8,8
"[48.81945368605909, 2.36519093257928]",Porte de Choisy,Porte de Choisy,TRAMWAY,TRAM 9,9
"[48.89714381844798, 2.506408247006797]",Allée de la Tour Rendez-Vous,Allée de la Tour Rendez-Vous,TRAMWAY,TRAM 4,4
"[48.893094627698034, 2.487910986261172]",La Remise à Jorelle,La Remise à Jorelle,TRAMWAY,TRAM 4,4
"[48.89259977921381, 2.4997571852395075]",Les Coquetiers,Les Coquetiers,TRAMWAY,TRAM 4,4
"[48.90693183120003, 2.438624497227671]",Libération,Libération,TRAMWAY,TRAM 1,1
"[48.843124398977956, 2.2218514947520127]",Parc de Saint-Cloud,Parc de Saint-Cloud,TRAMWAY,TRAM 2,2
"[48.90470320284604, 2.4699715449785757]",Pont de Bondy,Pont de Bondy,TRAMWAY,TRAM 1,1
"[48.834750009420546, 2.2712415009378293]",Henri Farman,Henri Farman,TRAMWAY,TRAM 2,2
"[48.95543742517309, 2.3078725683542296]",Gilbert Bonnemaison,Gilbert Bonnemaison,TRAMWAY,TRAM 8,8
"[48.9327902070866, 2.3012912911296626]",Timbaud,Timbaud,TRAMWAY,TRAM 1,1
"[48.914047680632855, 2.229571613274197]",Victor Basch,Victor Basch,TRAMWAY,TRAM 2,2
"[48.82557023396387, 2.3811655878010214]",Avenue de France,Avenue de France,TRAMWAY,TRAM 3a,3A
"[48.82435490096538, 2.3776615306957365]",Maryse Bastié,Maryse Bastié,TRAMWAY,TRAM 3a,3A
"[48.89388028159559, 2.3977388506469786]",Delphine Seyrig,Delphine Seyrig,TRAMWAY,TRAM 3b,3B
"[48.979276125334614, 2.380204254325135]",Paul Valéry,Paul Valéry,TRAMWAY,TRAM 5,5
"[48.973599375096995, 2.3660669758363615]",Butte Pinson,Butte Pinson,TRAMWAY,TRAM 5,5
"[48.959121097383246, 2.358742504475761]",Suzanne Valadon,Suzanne Valadon,TRAMWAY,TRAM 5,5
"[48.94212545417272, 2.3567297415254775]",Baudelaire,Baudelaire,TRAMWAY,TRAM 5,5
"[48.77207421570452, 2.3678150016299613]",Moulin Vert,Moulin Vert,TRAMWAY,TRAM 7,7
"[48.75281135876316, 2.361952152582564]",Place de la Logistique,Place de la Logistique,TRAMWAY,TRAM 7,7
"[48.75267434993861, 2.355360989087524]",Porte de Rungis,Porte de Rungis,TRAMWAY,TRAM 7,7
"[48.75021318540474, 2.354391806938396]",Saarinen,Saarinen,TRAMWAY,TRAM 7,7
"[48.74656858570456, 2.3528753413357393]",Robert Schuman,Robert Schuman,TRAMWAY,TRAM 7,7
"[48.7399874294432, 2.359467821095851]",Hélène Boucher,Hélène Boucher,TRAMWAY,TRAM 7,7
"[48.7903330009934, 2.263389166015155]",Soleil Levant,Soleil Levant,TRAMWAY,TRAM 6,6
"[48.78490216536354, 2.2371327049681917]",Georges Pompidou,Georges Pompidou,TRAMWAY,TRAM 6,6
"[48.939688707724414, 2.3452075059279514]",Paul Éluard,Paul Éluard,TRAMWAY,TRAM 8,8
"[48.906628324910955, 2.5240485257463257]",République Marx Dormoy,République Marx Dormoy,TRAMWAY,TRAM 4,4
"[48.90473884378429, 2.5479213740086846]",Romain Rolland,Romain Rolland,TRAMWAY,TRAM 4,4
"[48.83199308617392, 2.398350103858006]",Porte de Charenton,Porte de Charenton,TRAMWAY,TRAM 3a,3A
"[48.78567213417288, 2.391991455496113]",Camille Groult,Camille Groult,TRAMWAY,TRAM 9,9
"[48.783005384563296, 2.3938382703419396]",Constant Coquelin,Constant Coquelin,TRAMWAY,TRAM 9,9
"[48.77298814269935, 2.3993596186120874]",Trois communes,Trois communes,TRAMWAY,TRAM 9,9
"[48.78669993491719, 2.2544627619612343]",Hôpital Béclère,Hôpital Béclère,TRAMWAY,TRAM 6,6
"[48.919179026791625, 2.41383718095636]",Maurice Lachâtre,Maurice Lachâtre,TRAMWAY,TRAM 1,1
"[48.82901050275979, 2.2253128532670696]",Musée de Sèvres,Musée de Sèvres,TRAMWAY,TRAM 2,2
"[48.97852462335796, 2.3850491920092747]",Lochères,Lochères,TRAMWAY,TRAM 5,5
"[48.76337515204756, 2.3677905357348092]",Auguste Perret,Auguste Perret,TRAMWAY,TRAM 7,7
"[48.73860387112344, 2.3699077892556843]",Caroline Aigle,Caroline Aigle,TRAMWAY,TRAM 7,7
"[48.945555538293746, 2.347312925167513]",Delaunay-Belleville,Delaunay-Belleville,TRAMWAY,TRAM 8,8
"[48.95473074754637, 2.3917951396342723]",Stains La Cerisaie,Stains La Cerisaie,TRAMWAY,TRAM 11,11
"[48.81556895454927, 2.3683396347031933]",Châteaudun - Barbès,Châteaudun - Barbès,TRAMWAY,TRAM 9,9
"[48.89395181080176, 2.480205915260598]",Bondy,Bondy,RER,RER E,E
"[48.44267432504784, 2.7607175073524735]",Héricy,Héricy,TRAIN,TRANSILIEN R,R
"[48.13757876857079, 3.2903157842137007]",Étigny-Veron,Étigny-Veron,TRAIN,GL,GL
"[48.08536830952014, 3.286653302654483]",Villeneuve-sur-Yonne,Villeneuve-sur-Yonne,TRAIN,GL,GL
"[49.282587235456255, 1.8182711456225622]",Trie-Château,Trie-Château,TRAIN,TRANSILIEN J,J
"[49.220670830789324, 1.9054853050824918]",Liancourt-Saint-Pierre,Liancourt-Saint-Pierre,TRAIN,TRANSILIEN J,J
"[49.20229110432138, 1.9206110857457552]",Lavilletertre,Lavilletertre,TRAIN,TRANSILIEN J,J
"[49.17961925674245, 3.1206923972407505]",La Ferté-Milon,La Ferté-Milon,TRAIN,TRANSILIEN P,P
"[48.80786913914583, 3.0816485260772395]",Coulommiers,Coulommiers,TRAIN,TRANSILIEN P,P
"[48.6260363676584, 1.7732488494482237]",Gazeran,Gazeran,TRAIN,GL,GL
"[48.48551429888663, 2.3521938145868435]",La Ferté-Alais,La Ferté-Alais,RER,RER D,D
"[48.97988716670957, 2.180342146911748]",La Frette-Montigny,La Frette-Montigny,TRAIN,TRANSILIEN J,J
"[48.59111919881552, 2.266213853170555]",La Norville,La Norville,RER,RER C,C
"[48.75518504105718, 1.9430499444004297]",La Verrière,La Verrière,TRAIN,TRANSILIEN N,N
"[48.51004672479186, 1.5575946080058871]",Jouy,Jouy,TRAIN,GL,GL
"[48.99033259011907, 2.0739553087324234]",Conflans-Fin-d'Oise,Conflans-Fin-d'Oise,TRAIN,TRANSILIEN L,L
"[48.88297276689289, 2.3446670737483]",Anvers,Anvers,METRO,METRO 2,2
"[48.85197520839108, 2.401927284511546]",Buzenval,Buzenval,METRO,METRO 9,9
"[48.89220682681276, 2.3272198679191276]",Guy Môquet,Guy Môquet,METRO,METRO 13,13
"[48.881624028056386, 2.37025905675539]",Jaurès,Jaurès,METRO,METRO 2,2
"[48.849575212975026, 2.298625127144873]",La Motte Picquet-Grenelle,La Motte Picquet-Grenelle,METRO,METRO 10,10
"[48.88432566211362, 2.367372038565468]",Stalingrad,Stalingrad,METRO,METRO 5,5
"[48.871256545007405, 2.344561060662729]",Grands Boulevards,Grands Boulevards,METRO,METRO 8,8
"[48.871256545007405, 2.344561060662729]",Grands Boulevards,Grands Boulevards,METRO,METRO 9,9
"[48.836295300607894, 2.2783302598660233]",Balard,Balard,METRO,METRO 8,8
"[48.872190907714405, 2.338857159453805]",Richelieu-Drouot,Richelieu-Drouot,METRO,METRO 9,9
"[48.88355628923431, 2.3333796724221587]",Blanche,Blanche,METRO,METRO 2,2
"[48.87209702899727, 2.408620055176989]",Adrienne Bolland,Adrienne Bolland,TRAMWAY,TRAM 3b,3B
"[48.95582939299313, 2.3019910195900772]",Épinay-sur-Seine,Épinay-sur-Seine,TRAMWAY,TRAM 8,8
"[48.897549330864706, 2.324905585139421]",Épinettes - Pouchet,Épinettes - Pouchet,TRAMWAY,TRAM 3b,3B
"[48.935767269300655, 2.339571144951486]",L'Ile-Saint-Denis,L'Ile-Saint-Denis,TRAMWAY,TRAM 1,1
"[48.809703996598586, 2.317449187923372]",Barbara,Barbara,METRO,METRO 4,4
"[48.806616978432, 2.077227624843005]",Les Portes de Saint-Cyr,Les Portes de Saint-Cyr,TRAMWAY,TRAM 13,13
"[48.84130814593108, 2.06145198461352]",Noisy-le-Roi,Noisy-le-Roi,TRAMWAY,TRAM 13,13
"[48.91391884983228, 2.081675938422832]",Camp des Loges,Camp des Loges,TRAMWAY,TRAM 13,13
"[48.78858970379749, 2.252913650856855]",Hôpital Béclère,Hôpital Béclère,TRAMWAY,TRAM 10,10
"[48.78279119283812, 2.253167598310149]",Le Hameau,Le Hameau,TRAMWAY,TRAM 10,10
"[48.76379364499511, 2.2727524032788207]",Théâtre La Piscine,Théâtre La Piscine,TRAMWAY,TRAM 10,10
"[48.860028457267546, 2.3139151192031537]",Invalides,Invalides,METRO,METRO 13,13
"[48.89218707551516, 2.2370180563950135]",La Défense,La Défense,METRO,METRO 1,1
"[48.8959158352687, 2.460330069519439]",Noisy-le-Sec,Noisy-le-Sec,TRAMWAY,TRAM 1,1
"[48.8298901568602, 2.2631785657004593]",Issy-Val-de-Seine,Issy-Val-de-Seine,TRAMWAY,TRAM 2,2
"[48.90449641964034, 2.321743589558778]",Saint-Ouen,Saint-Ouen,METRO,METRO 14,14
"[48.86558647756452, 2.3567367567949926]",Arts et Métiers,Arts et Métiers,METRO,METRO 3,3
"[48.90378388011768, 2.3922212225351163]",Aubervilliers Pantin - Quatre Chemins,Aubervilliers Pantin - Quatre Chemins,METRO,METRO 7,7
"[48.839445427444936, 2.396182886452632]",Daumesnil,Daumesnil,METRO,METRO 8,8
"[48.84705255449363, 2.316424352050892]",Duroc,Duroc,METRO,METRO 13,13
"[48.84750708106227, 2.3029682978173134]",Cambronne,Cambronne,METRO,METRO 6,6
"[48.86681836891563, 2.322082848676169]",Concorde,Concorde,METRO,METRO 8,8
"[48.86869984641849, 2.3095051573378864]",Franklin D. Roosevelt,Franklin D. Roosevelt,METRO,METRO 9,9
"[48.852504090577646, 2.2681767494233305]",Jasmin,Jasmin,METRO,METRO 9,9
"[48.87511181602157, 2.389415032035527]",Jourdain,Jourdain,METRO,METRO 11,11
"[48.89241892201138, 2.344764611738356]",Jules Joffrin,Jules Joffrin,METRO,METRO 12,12
"[48.846151121246784, 2.3549179837074035]",Jussieu,Jussieu,METRO,METRO 10,10
"[48.89146499939834, 2.349815453218361]",Marcadet-Poissonniers,Marcadet-Poissonniers,METRO,METRO 12,12
"[48.847934806957525, 2.264218775687729]",Michel Ange-Auteuil,Michel Ange-Auteuil,METRO,METRO 10,10
"[48.85772541195898, 2.3105659609468447]",La Tour Maubourg,La Tour Maubourg,METRO,METRO 8,8
"[48.889674072959075, 2.338760650528742]",Lamarck-Caulaincourt,Lamarck-Caulaincourt,METRO,METRO 12,12
"[48.879634759722414, 2.327022200889502]",Liège,Liège,METRO,METRO 13,13
"[48.90323367785232, 2.306010915009082]",Mairie de Clichy,Mairie de Clichy,METRO,METRO 13,13
"[48.88685693056751, 2.3859131742732753]",Ourcq,Ourcq,METRO,METRO 5,5
"[48.84287127407178, 2.312447513065986]",Pasteur,Pasteur,METRO,METRO 12,12
"[48.86218374694281, 2.387835956453657]",Père Lachaise,Père Lachaise,METRO,METRO 2,2
"[48.883804527099414, 2.3272434105874056]",Place de Clichy,Place de Clichy,METRO,METRO 13,13
"[48.87694984717581, 2.3929839648173927]",Place des Fêtes,Place des Fêtes,METRO,METRO 7bis,7b
"[48.842866829748104, 2.3522247281830833]",Place Monge,Place Monge,METRO,METRO 7,7
"[48.83111265944071, 2.3297050126201837]",Mouton-Duvernet,Mouton-Duvernet,METRO,METRO 4,4
"[48.876047495071, 2.337495844533764]",Notre-Dame-de-Lorette,Notre-Dame-de-Lorette,METRO,METRO 12,12
"[48.8449426324914, 2.3287780268900797]",Notre-Dame-des-Champs,Notre-Dame-des-Champs,METRO,METRO 12,12
"[48.847066132217904, 2.30740224061964]",Ségur,Ségur,METRO,METRO 10,10
"[48.85103175030478, 2.3261023128241898]",Sèvres-Babylone,Sèvres-Babylone,METRO,METRO 10,10
"[48.82341162805273, 2.3255756362122453]",Porte d'Orléans,Porte d'Orléans,METRO,METRO 4,4
"[48.85548504946991, 2.270109138941893]",Ranelagh,Ranelagh,METRO,METRO 9,9
"[48.838964279775986, 2.330754192086215]",Raspail,Raspail,METRO,METRO 6,6
"[48.86673355502223, 2.352829461254394]",Réaumur Sébastopol,Réaumur Sébastopol,METRO,METRO 4,4
"[48.867827098792525, 2.363740437195039]",République,République,METRO,METRO 5,5
"[48.84712872130608, 2.3870252420986313]",Reuilly-Diderot,Reuilly-Diderot,METRO,METRO 8,8
"[48.86394012976092, 2.2784416488331485]",Rue de la Pompe,Rue de la Pompe,METRO,METRO 9,9
"[48.87817339012215, 2.337857510381017]",Saint-Georges,Saint-Georges,METRO,METRO 12,12
"[48.856871378314686, 2.3150566373170878]",Varenne,Varenne,METRO,METRO 13,13
"[48.930757003301366, 2.2841744482709228]",Les Courtilles,Les Courtilles,METRO,METRO 13,13
"[48.818676408977936, 2.3197403132985555]",Mairie de Montrouge,Mairie de Montrouge,METRO,METRO 4,4
"[48.84232743679192, 2.3209848342668127]",Montparnasse-Bienvenüe,Montparnasse-Bienvenüe,METRO,METRO 13,13
"[48.842102206274035, 2.321278562744627]",Montparnasse-Bienvenüe,Montparnasse-Bienvenüe,METRO,METRO 6,6
"[48.884680972793454, 2.3426600373363513]",Funiculaire Montmartre Station Basse,Funiculaire Montmartre Station Basse,VAL,FUNICULAIRE MONTMARTRE,FUN
"[48.89545467211839, 2.4253268901662546]",Bobigny-Pantin - Raymond Queneau,Bobigny-Pantin - Raymond Queneau,METRO,METRO 5,5
"[48.90609404931435, 2.331830837962409]",Garibaldi,Garibaldi,METRO,METRO 13,13
"[48.86533531722583, 2.41669727284764]",Gallieni,Gallieni,METRO,METRO 3,3
"[48.920785968128676, 2.410598616469425]",La Courneuve 8 Mai 1945,La Courneuve 8 Mai 1945,METRO,METRO 7,7
"[48.822583706802426, 2.298464191958534]",Malakoff - Plateau de Vanves,Malakoff - Plateau de Vanves,METRO,METRO 13,13
"[48.8811921181366, 2.3643787411797477]",Louis Blanc,Louis Blanc,METRO,METRO 7bis,7b
"[48.86229941188523, 2.441521809411031]",Mairie de Montreuil,Mairie de Montreuil,METRO,METRO 9,9
"[48.87797270048515, 2.2983103737615282]",Ternes,Ternes,METRO,METRO 2,2
"[48.86147646279582, 2.3739435082451816]",Saint-Ambroise,Saint-Ambroise,METRO,METRO 9,9
"[48.82642600994104, 2.3572456507586854]",Tolbiac,Tolbiac,METRO,METRO 7,7
"[48.84698910520499, 2.317005235737245]",Duroc,Duroc,METRO,METRO 10,10
"[48.87146657720145, 2.277083018415724]",Porte Dauphine,Porte Dauphine,METRO,METRO 2,2
"[48.84797154056247, 2.2577446803632024]",Porte d'Auteuil,Porte d'Auteuil,METRO,METRO 10,10
"[48.832736700820156, 2.4003104030250766]",Porte de Charenton,Porte de Charenton,METRO,METRO 8,8
"[48.85787849393227, 2.380020644247982]",Voltaire,Voltaire,METRO,METRO 9,9
"[48.8271636169609, 2.3671730244778457]",Olympiades,Olympiades,METRO,METRO 14,14
