station_coordinates,station_type_voie,station_dep,line_separation
"[48.88742245141122, 2.3495564155786353]",VDS,75,FR
"[48.87500365078422, 2.3246103097680466]",VSU1,75,FR
"[48.85045534027806, 2.292162338221401]",VSU1,75,FR
"[48.83663384008428, 2.3709929173280098]",VSU1,75,FR
"[48.83631248219948, 2.3871886134016966]",VSU1,75,FR
"[48.831562322479485, 2.3659601311052247]",VSU1,75,FR
"[48.8808299902932, 2.3737865101880025]",VSU1,75,FR
"[48.86124769967374, 2.3400018492559913]",VDS,75,PR
"[48.874328252733086, 2.3578119293770774]",VSU1,75,PR
"[48.88240255537006, 2.3261441021686258]",VSU1,75,FR
"[48.819396945286, 2.353100087430668]",VSU1,75,PR
"[48.86240840136301, 2.3382698083550215]",VSU1,75,FR
"[48.86820109782423, 2.3817649076418035]",VSU1,75,FR
"[48.87241510291106, 2.296286379562815]",VDSC,75,FR
"[48.86365721479501, 2.3994250933434387]",VSU1,75,FR
"[48.85389980351947, 2.4153438768684623]",VSU1,75,FR
"[48.917396171583626, 2.530243812659224]",VSU2,93,FR
"[48.87886581387351, 2.412546934994099]",VSU1,93,PR
"[48.97777154647692, 2.511613234104292]",VDS,93,PR
"[48.9460163498612, 2.3633232001556337]",VSU2,93,FR
"[48.914613503109926, 2.405026289779734]",VSU1,93,PR
"[48.89659524985734, 2.461068850047439]",VDS,93,PR
"[48.97696633637192, 2.500271172394144]",VDS,95,PR
"[48.89036547165094, 2.403038942025514]",VSU2,93,FR
"[48.95402677796105, 2.3681092721141126]",VDS,93,PR
"[48.974255526834924, 2.5140464864688634]",VDS,93,PR
"[48.97439179659131, 2.493823765444844]",VDS,95,PR
"[48.906759158031804, 2.4490430506805385]",VSU2,93,PR
"[48.96963755016941, 2.3837961500723273]",VSU2,93,PR
"[48.90829382199905, 2.3729851084621942]",VSU1,93,PR
"[48.91899137613758, 2.5278394416369556]",VSU1,93,FR
"[48.93060437587392, 2.362857263409199]",VSU1,93,FR
"[48.92836867411153, 2.356742730342802]",VSU1,93,FR
"[48.936419152358546, 2.349995344559545]",VSU1,93,FR
"[48.98066365996899, 2.506801531159431]",VDS,95,PR
"[48.86411491396427, 2.442333816581132]",VSU2,93,FR
"[48.915786940151676, 2.3232686638178284]",VSU1,93,PR
"[48.92971188545968, 2.3575997841827085]",VSU1,93,PR
"[48.90484756290746, 2.373746463946089]",VDS,93,PR
"[48.91916422749107, 2.3782667606351815]",VSU1,93,PR
"[48.90423143150065, 2.471440117665237]",VDS,93,PR
"[48.918279652853954, 2.4798595030900774]",VSU1,93,FR
"[48.92982475349089, 2.38652082242681]",VSU1,93,FR
"[48.930308038622414, 2.3873116504126286]",VSU1,93,FR
"[48.94537350694857, 2.4352434716956797]",VDS,93,PR
"[48.95221418530821, 2.4412796767701135]",VDS,93,PR
"[48.945835745749434, 2.5681720625026196]",VSU1,93,PR
"[48.90315094078174, 2.3925782296395344]",VSU1,93,PR
"[48.91554598547157, 2.3806686838213436]",VSU1,93,PR
"[48.91698905032774, 2.379677084075831]",VSU1,93,PR
"[48.89461528143942, 2.420980160970611]",VDS,93,PR
"[48.89650205816763, 2.4310312982065634]",VDS,93,FR
"[48.91018042380209, 2.5092261761431947]",VDS,93,FR
"[48.91094985655118, 2.5144361437752067]",VSU1,93,FR
"[48.86730210153455, 2.4178276968156958]",VSU1,93,FR
"[48.941980533758745, 2.432334890866146]",VDS,93,FR
"[48.867884007397016, 2.3781234692303217]",VSU1,75,PR
"[48.81280785298757, 2.5271135847089155]",VSU1,94,PR
"[48.77275492741441, 2.3694611343168397]",VSU1,94,FR
"[48.64234005326001, 2.378847035212501]",VSU2,91,FR
"[48.701230324439194, 2.5978643262266736]",VSU1,77,PR
"[48.39557798670408, 2.9662676109225683]",VSU1,77,PR
"[48.5606212791889, 3.2800342319980333]",VSU1,77,PR
"[48.66135796269287, 2.3408482813457527]",VSU1,91,PR
"[48.93736356616636, 2.2066458890801166]",VSU2,95,FR
"[48.728772273959684, 2.450076302315211]",VSU1,94,FR
"[48.81407208673214, 2.415483423937081]",VSU1,94,PR
"[48.77070458006549, 2.4466553463973186]",VDS,94,PR
